100
0                   5                   
0                   5                   
0                   5                   
4.3156              0.298181            0.214849            0.5                 
4.80909             2.20835             0.989969            0.5                 
1.03615             0.691059            0.121396            0.5                 
3.52727             0.579447            0.689363            0.5                 
0.37019             3.01643             4.27634             0.5                 
3.88451             2.79916             1.28585             0.5                 
2.68584             4.5555              0.408239            0.5                 
4.23069             4.93509             1.37346             0.5                 
3.81144             4.86843             3.24921             0.5                 
1.82774             0.447648            1.51126             0.5                 
1.54974             3.09857             0.612258            0.5                 
1.6452              4.65732             0.0620696           0.5                 
3.93075             0.83516             1.44796             0.5                 
4.9855              2.82731             0.589848            0.5                 
1.53222             3.15864             2.89527             0.5                 
2.31368             2.25276             4.88781             0.5                 
3.22461             3.69562             0.534605            0.5                 
1.82155             4.73325             1.25098             0.5                 
4.35292             0.913555            2.49585             0.5                 
1.74026             0.464469            0.741546            0.5                 
3.31954             3.45284             0.909445            0.5                 
3.14634             3.14509             1.0541              0.5                 
4.96335             4.20245             3.27432             0.5                 
0.170755            2.17271             3.81555             0.5                 
1.89151             4.68601             3.12841             0.5                 
4.52036             1.43093             1.94478             0.5                 
4.61344             0.765799            3.40176             0.5                 
2.60446             1.48366             0.910624            0.5                 
2.77677             1.11276             4.82652             0.5                 
3.16134             4.02873             0.876204            0.5                 
1.75161             3.25052             0.767579            0.5                 
3.23818             4.7327              2.12103             0.5                 
2.98262             0.154598            0.790873            0.5                 
1.41093             3.08043             3.549               0.5                 
2.25748             0.327792            4.43193             0.5                 
4.96452             4.82941             4.01257             0.5                 
2.96801             2.7174              1.64506             0.5                 
4.80014             3.21545             0.229283            0.5                 
4.93763             4.2484              1.22824             0.5                 
3.25315             1.6418              3.62454             0.5                 
0.573204            2.95865             3.92152             0.5                 
4.69068             1.85794             0.553585            0.5                 
4.24737             3.21269             1.07026             0.5                 
4.20919             3.8796              0.235768            0.5                 
3.97322             0.0248825           3.3182              0.5                 
0.666929            2.0563              0.910595            0.5                 
1.50285             4.54223             1.56894             0.5                 
1.09844             4.29344             4.24459             0.5                 
4.89199             2.92089             2.37274             0.5                 
4.12911             3.80797             1.542               0.5                 
2.41654             2.18608             3.639               0.5                 
1.04308             4.30704             3.12952             0.5                 
3.17808             0.118944            1.01608             0.5                 
1.52286             2.68728             4.33782             0.5                 
4.16974             0.270135            2.31582             0.5                 
3.95036             0.925584            4.59681             0.5                 
2.61609             4.32121             3.17078             0.5                 
0.120332            2.67983             0.208493            0.5                 
1.02403             2.21715             2.54721             0.5                 
3.43294             2.6593              1.55168             0.5                 
1.34796             3.95943             0.502039            0.5                 
0.332485            3.34455             0.158097            0.5                 
0.846745            1.36822             1.56477             0.5                 
1.08181             3.79107             0.435653            0.5                 
4.59604             0.136793            2.95986             0.5                 
3.61774             1.07954             3.79743             0.5                 
1.98798             0.741177            0.105441            0.5                 
1.74838             0.511837            1.90627             0.5                 
4.20706             2.58373             3.92277             0.5                 
1.56793             4.57789             0.783626            0.5                 
1.08693             3.63142             3.00658             0.5                 
1.52481             2.60745             0.413455            0.5                 
4.45594             3.7258              0.550737            0.5                 
3.31929             3.70358             3.63311             0.5                 
4.98291             3.09444             4.32605             0.5                 
1.90423             4.17325             1.28752             0.5                 
1.83605             0.51721             0.828661            0.5                 
4.62744             3.75163             3.13776             0.5                 
0.659309            4.08663             3.53825             0.5                 
4.37405             4.87696             2.19475             0.5                 
3.2555              2.67444             2.49324             0.5                 
1.54436             0.284167            2.81795             0.5                 
0.316821            0.427441            0.758111            0.5                 
3.50958             4.09822             4.71406             0.5                 
1.69948             1.03061             2.04912             0.5                 
2.73362             3.85404             1.82807             0.5                 
3.97481             4.92983             4.09158             0.5                 
0.221491            1.70965             0.824629            0.5                 
0.724332            0.172225            0.385946            0.5                 
0.202196            4.47748             3.42492             0.5                 
1.26988             1.07291             1.72598             0.5                 
1.83289             1.0364              0.703777            0.5                 
4.92319             2.34291             2.90178             0.5                 
0.716173            4.51193             2.1896              0.5                 
0.520254            1.96926             1.91012             0.5                 
4.01824             2.74123             0.529569            0.5                 
4.02594             2.9095              1.64755             0.5                 
1.55622             1.70804             1.01615             0.5                 
3.12959             2.65935             0.109885            0.5                 
1.10445             1.39866             4.21485             0.5                 
