0.000000 49
0.100000 11
0.200000 2
0.300000 0
0.400000 0
0.500000 2
0.600000 0
0.700000 5
0.800000 26
0.900000 17
1.000000 8
1.100000 3
1.200000 1
1.300000 0
1.400000 2
1.500000 9
1.600000 9
1.700000 20
1.800000 12
1.900000 4
2.000000 5
2.100000 1
2.200000 0
2.300000 3
2.400000 11
2.500000 15
2.600000 11
2.700000 8
2.800000 7
2.900000 3
3.000000 2
3.100000 7
3.200000 4
3.300000 8
3.400000 6
3.500000 17
3.600000 5
3.700000 6
3.800000 3
3.900000 4
4.000000 3
4.100000 8
4.200000 4
4.300000 12
4.400000 9
4.500000 5
4.600000 7
4.700000 3
4.800000 7
4.900000 6
5.000000 4
5.100000 5
5.200000 5
5.300000 12
5.400000 6
5.500000 5
5.600000 4
5.700000 4
5.800000 5
5.900000 2
6.000000 4
6.100000 15
6.200000 2
6.300000 6
6.400000 5
6.500000 4
6.600000 0
6.700000 5
6.800000 2
6.900000 8
7.000000 9
7.100000 11
7.200000 7
7.300000 2
7.400000 0
7.500000 0
7.600000 0
7.700000 0
7.800000 0
7.900000 0
8.000000 5
8.100000 3
8.200000 1
8.300000 1
