0.000000 57
0.100000 4
0.200000 1
0.300000 0
0.400000 0
0.500000 0
0.600000 0
0.700000 12
0.800000 23
0.900000 23
1.000000 3
1.100000 2
1.200000 0
1.300000 0
1.400000 2
1.500000 4
1.600000 24
1.700000 20
1.800000 6
1.900000 3
2.000000 3
2.100000 1
2.200000 0
2.300000 7
2.400000 10
2.500000 17
2.600000 14
2.700000 7
2.800000 3
2.900000 1
3.000000 2
3.100000 4
3.200000 5
3.300000 14
3.400000 9
3.500000 12
3.600000 4
3.700000 7
3.800000 4
3.900000 3
4.000000 4
4.100000 4
4.200000 9
4.300000 9
4.400000 10
4.500000 6
4.600000 5
4.700000 5
4.800000 4
4.900000 3
5.000000 9
5.100000 11
5.200000 3
5.300000 4
5.400000 6
5.500000 4
5.600000 4
5.700000 5
5.800000 7
5.900000 7
6.000000 7
6.100000 9
6.200000 5
6.300000 3
6.400000 0
6.500000 2
6.600000 0
6.700000 10
6.800000 6
6.900000 8
7.000000 10
7.100000 7
7.200000 4
7.300000 1
7.400000 0
7.500000 0
7.600000 0
7.700000 0
7.800000 0
7.900000 0
8.000000 6
8.100000 2
8.200000 2
