0.000000 18
0.100000 15
0.200000 9
0.300000 6
0.400000 2
0.500000 4
0.600000 1
0.700000 3
0.800000 5
0.900000 10
1.000000 13
1.100000 6
1.200000 7
1.300000 5
1.400000 2
1.500000 7
1.600000 6
1.700000 7
1.800000 5
1.900000 9
2.000000 8
2.100000 5
2.200000 8
2.300000 3
2.400000 4
2.500000 9
2.600000 3
2.700000 7
2.800000 10
2.900000 3
3.000000 10
3.100000 6
3.200000 7
3.300000 3
3.400000 7
3.500000 5
3.600000 5
3.700000 6
3.800000 5
3.900000 6
4.000000 8
4.100000 12
4.200000 6
4.300000 5
4.400000 5
4.500000 7
4.600000 3
4.700000 7
4.800000 7
4.900000 4
5.000000 8
5.100000 6
5.200000 6
5.300000 5
5.400000 9
5.500000 6
5.600000 4
5.700000 3
5.800000 4
5.900000 6
6.000000 9
6.100000 4
6.200000 6
6.300000 9
6.400000 5
6.500000 4
6.600000 4
6.700000 5
6.800000 3
6.900000 5
7.000000 6
7.100000 11
7.200000 7
7.300000 9
7.400000 6
7.500000 6
7.600000 3
7.700000 0
7.800000 1
7.900000 0
8.000000 3
8.100000 9
8.200000 3
8.300000 3
8.400000 5
8.500000 1
8.600000 1
8.700000 0
8.800000 2
8.900000 0
9.000000 0
9.100000 0
9.200000 0
9.300000 1
