0.000000 56
0.100000 4
0.200000 2
0.300000 0
0.400000 0
0.500000 0
0.600000 1
0.700000 10
0.800000 30
0.900000 17
1.000000 4
1.100000 1
1.200000 0
1.300000 0
1.400000 0
1.500000 5
1.600000 25
1.700000 20
1.800000 5
1.900000 5
2.000000 3
2.100000 0
2.200000 1
2.300000 0
2.400000 15
2.500000 21
2.600000 9
2.700000 5
2.800000 6
2.900000 0
3.000000 3
3.100000 6
3.200000 7
3.300000 10
3.400000 12
3.500000 8
3.600000 7
3.700000 4
3.800000 2
3.900000 3
4.000000 6
4.100000 10
4.200000 6
4.300000 8
4.400000 9
4.500000 4
4.600000 6
4.700000 4
4.800000 3
4.900000 4
5.000000 10
5.100000 3
5.200000 10
5.300000 8
5.400000 6
5.500000 5
5.600000 5
5.700000 3
5.800000 3
5.900000 3
6.000000 9
6.100000 7
6.200000 9
6.300000 7
6.400000 1
6.500000 5
6.600000 2
6.700000 4
6.800000 2
6.900000 7
7.000000 12
7.100000 7
7.200000 6
7.300000 1
7.400000 0
7.500000 0
7.600000 0
7.700000 0
7.800000 0
7.900000 0
8.000000 7
8.100000 2
8.200000 1
