0.000000 34
0.100000 17
0.200000 3
0.300000 3
0.400000 1
0.500000 4
0.600000 1
0.700000 4
0.800000 9
0.900000 20
1.000000 11
1.100000 4
1.200000 5
1.300000 3
1.400000 4
1.500000 4
1.600000 7
1.700000 11
1.800000 11
1.900000 9
2.000000 4
2.100000 7
2.200000 2
2.300000 4
2.400000 5
2.500000 6
2.600000 10
2.700000 11
2.800000 8
2.900000 9
3.000000 4
3.100000 1
3.200000 9
3.300000 4
3.400000 6
3.500000 8
3.600000 11
3.700000 6
3.800000 6
3.900000 3
4.000000 3
4.100000 5
4.200000 4
4.300000 6
4.400000 12
4.500000 9
4.600000 5
4.700000 9
4.800000 2
4.900000 4
5.000000 3
5.100000 5
5.200000 9
5.300000 6
5.400000 13
5.500000 5
5.600000 4
5.700000 7
5.800000 0
5.900000 4
6.000000 4
6.100000 8
6.200000 11
6.300000 11
6.400000 3
6.500000 3
6.600000 6
6.700000 1
6.800000 3
6.900000 7
7.000000 10
7.100000 13
7.200000 4
7.300000 8
7.400000 4
7.500000 0
7.600000 0
7.700000 0
7.800000 0
7.900000 0
8.000000 2
8.100000 7
8.200000 1
8.300000 0
8.400000 1
8.500000 0
8.600000 0
8.700000 0
8.800000 1
