0.000000 56
0.100000 6
0.200000 0
0.300000 0
0.400000 0
0.500000 1
0.600000 1
0.700000 5
0.800000 28
0.900000 24
1.000000 4
1.100000 0
1.200000 0
1.300000 0
1.400000 1
1.500000 6
1.600000 23
1.700000 18
1.800000 7
1.900000 6
2.000000 2
2.100000 1
2.200000 2
2.300000 4
2.400000 12
2.500000 17
2.600000 12
2.700000 5
2.800000 3
2.900000 2
3.000000 4
3.100000 4
3.200000 12
3.300000 10
3.400000 11
3.500000 8
3.600000 1
3.700000 5
3.800000 2
3.900000 8
4.000000 9
4.100000 8
4.200000 4
4.300000 12
4.400000 2
4.500000 4
4.600000 7
4.700000 3
4.800000 8
4.900000 10
5.000000 7
5.100000 3
5.200000 8
5.300000 4
5.400000 7
5.500000 4
5.600000 6
5.700000 4
5.800000 4
5.900000 7
6.000000 6
6.100000 6
6.200000 3
6.300000 8
6.400000 4
6.500000 1
6.600000 5
6.700000 3
6.800000 5
6.900000 8
7.000000 5
7.100000 8
7.200000 7
7.300000 1
7.400000 0
7.500000 0
7.600000 0
7.700000 0
7.800000 0
7.900000 0
8.000000 6
8.100000 4
