0.000000 51
0.100000 6
0.200000 2
0.300000 0
0.400000 2
0.500000 1
0.600000 4
0.700000 6
0.800000 18
0.900000 14
1.000000 8
1.100000 4
1.200000 3
1.300000 2
1.400000 6
1.500000 11
1.600000 10
1.700000 12
1.800000 7
1.900000 8
2.000000 2
2.100000 1
2.200000 6
2.300000 8
2.400000 9
2.500000 12
2.600000 7
2.700000 6
2.800000 5
2.900000 5
3.000000 6
3.100000 6
3.200000 9
3.300000 6
3.400000 6
3.500000 10
3.600000 4
3.700000 6
3.800000 2
3.900000 10
4.000000 6
4.100000 10
4.200000 11
4.300000 4
4.400000 4
4.500000 4
4.600000 5
4.700000 4
4.800000 4
4.900000 8
5.000000 8
5.100000 8
5.200000 8
5.300000 5
5.400000 4
5.500000 3
5.600000 2
5.700000 5
5.800000 6
5.900000 7
6.000000 6
6.100000 11
6.200000 9
6.300000 1
6.400000 4
6.500000 4
6.600000 2
6.700000 0
6.800000 5
6.900000 8
7.000000 11
7.100000 13
7.200000 9
7.300000 2
7.400000 0
7.500000 0
7.600000 0
7.700000 0
7.800000 0
7.900000 0
8.000000 5
8.100000 3
8.200000 1
8.300000 1
