0.000000 51
0.100000 6
0.200000 2
0.300000 1
0.400000 3
0.500000 1
0.600000 4
0.700000 6
0.800000 21
0.900000 17
1.000000 4
1.100000 3
1.200000 2
1.300000 3
1.400000 4
1.500000 10
1.600000 14
1.700000 12
1.800000 10
1.900000 1
2.000000 1
2.100000 3
2.200000 11
2.300000 6
2.400000 11
2.500000 13
2.600000 10
2.700000 6
2.800000 2
2.900000 1
3.000000 5
3.100000 9
3.200000 9
3.300000 14
3.400000 8
3.500000 6
3.600000 2
3.700000 5
3.800000 3
3.900000 4
4.000000 9
4.100000 9
4.200000 13
4.300000 4
4.400000 6
4.500000 5
4.600000 9
4.700000 1
4.800000 6
4.900000 7
5.000000 5
5.100000 9
5.200000 5
5.300000 4
5.400000 7
5.500000 7
5.600000 4
5.700000 4
5.800000 3
5.900000 3
6.000000 9
6.100000 10
6.200000 6
6.300000 4
6.400000 3
6.500000 3
6.600000 2
6.700000 2
6.800000 5
6.900000 8
7.000000 12
7.100000 8
7.200000 3
7.300000 3
7.400000 0
7.500000 0
7.600000 0
7.700000 0
7.800000 0
7.900000 0
8.000000 6
8.100000 4
