0.000000 11
0.100000 11
0.200000 9
0.300000 9
0.400000 1
0.500000 2
0.600000 7
0.700000 4
0.800000 8
0.900000 5
1.000000 10
1.100000 12
1.200000 6
1.300000 5
1.400000 1
1.500000 5
1.600000 6
1.700000 5
1.800000 6
1.900000 12
2.000000 12
2.100000 4
2.200000 4
2.300000 5
2.400000 3
2.500000 11
2.600000 5
2.700000 1
2.800000 9
2.900000 7
3.000000 11
3.100000 8
3.200000 6
3.300000 2
3.400000 3
3.500000 10
3.600000 3
3.700000 7
3.800000 13
3.900000 6
4.000000 3
4.100000 7
4.200000 5
4.300000 6
4.400000 3
4.500000 7
4.600000 10
4.700000 8
4.800000 7
4.900000 7
5.000000 4
5.100000 3
5.200000 4
5.300000 8
5.400000 7
5.500000 11
5.600000 7
5.700000 5
5.800000 9
5.900000 4
6.000000 3
6.100000 4
6.200000 4
6.300000 8
6.400000 13
6.500000 8
6.600000 3
6.700000 5
6.800000 6
6.900000 2
7.000000 10
7.100000 7
7.200000 4
7.300000 12
7.400000 7
7.500000 5
7.600000 4
7.700000 5
7.800000 2
7.900000 3
8.000000 0
8.100000 2
8.200000 4
8.300000 1
