.Vol: 914285.714286 97.057100 97.057100 97.057100 
60.174598  89.091122  9.938897 @ 1 C[0.000000,0.900000,0.073810] 
14.724309  30.097696  4.065794 @ 1 C[0.000000,0.900000,0.073810] 
48.982351  15.886276  9.916646 @ 1 C[0.000000,0.900000,0.073810] 
84.844591  3.508354  22.687204 @ 1 C[0.000000,0.900000,0.073810] 
26.977156  7.289223  75.919893 @ 1 C[0.000000,0.900000,0.073810] 
38.678897  81.553699  94.977358 @ 1 C[0.000000,0.900000,0.073810] 
73.084299  94.515149  3.112807 @ 1 C[0.000000,0.900000,0.073810] 
49.059390  40.258847  80.286642 @ 1 C[0.000000,0.900000,0.073810] 
92.843163  87.312684  3.406022 @ 1 C[0.000000,0.900000,0.073810] 
0.993278  71.722604  40.342021 @ 1 C[0.000000,0.900000,0.073810] 
89.749794  41.524191  21.513478 @ 1 C[0.000000,0.900000,0.073810] 
55.463628  2.460910  59.856273 @ 1 C[0.000000,0.900000,0.073810] 
17.355910  88.801063  7.708628 @ 1 C[0.000000,0.900000,0.073810] 
33.912895  73.645116  28.093973 @ 1 C[0.000000,0.900000,0.073810] 
23.290612  87.266612  14.764385 @ 1 C[0.000000,0.900000,0.073810] 
81.084552  38.184605  16.578653 @ 1 C[0.000000,0.900000,0.073810] 
30.523220  1.466642  24.544532 @ 1 C[0.000000,0.900000,0.073810] 
30.241224  1.648738  29.673076 @ 1 C[0.000000,0.900000,0.073810] 
94.014304  73.109989  1.397658 @ 1 C[0.000000,0.900000,0.073810] 
11.719077  2.245256  4.475431 @ 1 C[0.000000,0.900000,0.073810] 
94.237968  37.361357  89.492350 @ 1 C[0.000000,0.900000,0.073810] 
53.925781  44.858790  95.419548 @ 1 C[0.000000,0.900000,0.073810] 
37.590615  44.290972  63.388625 @ 1 C[0.000000,0.900000,0.073810] 
72.951013  24.402774  3.721425 @ 1 C[0.000000,0.900000,0.073810] 
75.557398  21.466849  25.453144 @ 1 C[0.000000,0.900000,0.073810] 
16.199979  84.341764  40.941254 @ 1 C[0.000000,0.900000,0.073810] 
72.828780  20.430800  16.644811 @ 1 C[0.000000,0.900000,0.073810] 
45.287234  29.638101  11.871833 @ 1 C[0.000000,0.900000,0.073810] 
87.263907  45.959683  56.143316 @ 1 C[0.000000,0.900000,0.073810] 
25.341904  1.916407  34.924710 @ 1 C[0.000000,0.900000,0.073810] 
54.744487  85.720138  93.662985 @ 1 C[0.000000,0.900000,0.073810] 
75.361474  18.779934  40.840034 @ 1 C[0.000000,0.900000,0.073810] 
78.146195  81.869462  47.598056 @ 1 C[0.000000,0.900000,0.073810] 
89.814470  22.558355  49.568242 @ 1 C[0.000000,0.900000,0.073810] 
20.542724  26.250573  54.514155 @ 1 C[0.000000,0.900000,0.073810] 
53.755245  88.964191  69.988660 @ 1 C[0.000000,0.900000,0.073810] 
37.936463  6.294366  55.608085 @ 1 C[0.000000,0.900000,0.073810] 
51.936958  90.638125  24.058136 @ 1 C[0.000000,0.900000,0.073810] 
31.402938  58.541517  47.174471 @ 1 C[0.000000,0.900000,0.073810] 
89.010956  29.348870  57.451292 @ 1 C[0.000000,0.900000,0.073810] 
25.751070  96.877767  82.179635 @ 1 C[0.000000,0.900000,0.073810] 
37.123885  24.798309  61.807629 @ 1 C[0.000000,0.900000,0.073810] 
89.381765  34.162488  43.731465 @ 1 C[0.000000,0.900000,0.073810] 
84.639368  17.144931  3.247126 @ 1 C[0.000000,0.900000,0.073810] 
13.852519  56.546055  56.676123 @ 1 C[0.000000,0.900000,0.073810] 
46.961304  73.907224  42.438972 @ 1 C[0.000000,0.900000,0.073810] 
37.805081  80.358500  52.710525 @ 1 C[0.000000,0.900000,0.073810] 
70.426962  34.472798  94.827323 @ 1 C[0.000000,0.900000,0.073810] 
15.767148  63.919384  13.997312 @ 1 C[0.000000,0.900000,0.073810] 
83.979360  86.088192  63.888176 @ 1 C[0.000000,0.900000,0.073810] 
68.570240  4.980684  62.921520 @ 1 C[0.000000,0.900000,0.073810] 
95.566343  87.019289  7.730354 @ 1 C[0.000000,0.900000,0.073810] 
92.654594  30.011888  77.165140 @ 1 C[0.000000,0.900000,0.073810] 
36.608189  10.989123  45.689834 @ 1 C[0.000000,0.900000,0.073810] 
63.860559  37.554748  85.455937 @ 1 C[0.000000,0.900000,0.073810] 
5.756894  13.884088  9.723057 @ 1 C[0.000000,0.900000,0.073810] 
89.714580  58.765394  36.575705 @ 1 C[0.000000,0.900000,0.073810] 
21.360451  32.931187  65.716150 @ 1 C[0.000000,0.900000,0.073810] 
87.255354  67.542115  59.735834 @ 1 C[0.000000,0.900000,0.073810] 
63.923590  24.653471  39.105501 @ 1 C[0.000000,0.900000,0.073810] 
7.241616  81.820388  64.163896 @ 1 C[0.000000,0.900000,0.073810] 
1.521288  17.545791  55.688812 @ 1 C[0.000000,0.900000,0.073810] 
72.097207  92.644488  94.519538 @ 1 C[0.000000,0.900000,0.073810] 
88.630639  93.588869  68.735410 @ 1 C[0.000000,0.900000,0.073810] 
