29.881084 -28.664098 -29.710712 @ 1 C[0.000000,0.900000,0.073810] 
27.402154 -29.451929 -26.780617 @ 1 C[0.000000,0.900000,0.073810] 
28.401355 29.038517 -19.913559 @ 1 C[0.000000,0.900000,0.073810] 
28.635771 28.275879 -13.238610 @ 1 C[0.000000,0.900000,0.073810] 
29.679486 29.718508 -3.834306 @ 1 C[0.000000,0.900000,0.073810] 
-29.514694 29.588733 2.519656 @ 1 C[0.000000,0.900000,0.073810] 
-29.501097 29.475688 3.489542 @ 1 C[0.000000,0.900000,0.073810] 
29.980636 28.098188 11.966622 @ 1 C[0.000000,0.900000,0.073810] 
-29.600898 29.053695 14.851242 @ 1 C[0.000000,0.900000,0.073810] 
29.389622 28.409214 23.224711 @ 1 C[0.000000,0.900000,0.073810] 
-29.718844 -23.432457 27.998953 @ 1 C[0.000000,0.900000,0.073810] 
29.490051 -24.510043 -22.810630 @ 1 C[0.000000,0.900000,0.073810] 
29.616233 -25.537590 -17.135628 @ 1 C[0.000000,0.900000,0.073810] 
28.815125 -24.117142 -13.262310 @ 1 C[0.000000,0.900000,0.073810] 
-29.029831 -26.396948 -5.939181 @ 1 C[0.000000,0.900000,0.073810] 
-29.784189 -20.003964 -0.354036 @ 1 C[0.000000,0.900000,0.073810] 
29.322697 -23.812738 4.873558 @ 1 C[0.000000,0.900000,0.073810] 
-29.338424 -23.203538 14.713789 @ 1 C[0.000000,0.900000,0.073810] 
-29.346521 -23.211882 15.370816 @ 1 C[0.000000,0.900000,0.073810] 
-29.723514 -23.416650 27.339572 @ 1 C[0.000000,0.900000,0.073810] 
28.604116 -18.122386 27.346217 @ 1 C[0.000000,0.900000,0.073810] 
-29.597260 -17.816326 -21.137566 @ 1 C[0.000000,0.900000,0.073810] 
-29.602889 -17.806573 -20.474893 @ 1 C[0.000000,0.900000,0.073810] 
-28.151092 -17.372292 -11.348390 @ 1 C[0.000000,0.900000,0.073810] 
28.979420 -17.950010 -4.393230 @ 1 C[0.000000,0.900000,0.073810] 
-29.086189 -17.165232 -0.817965 @ 1 C[0.000000,0.900000,0.073810] 
29.665625 -17.899493 7.487286 @ 1 C[0.000000,0.900000,0.073810] 
-27.761762 -17.811450 12.361183 @ 1 C[0.000000,0.900000,0.073810] 
29.098045 -20.225860 19.358231 @ 1 C[0.000000,0.900000,0.073810] 
-29.998233 -19.632133 22.457400 @ 1 C[0.000000,0.900000,0.073810] 
29.835374 -12.756379 -29.970187 @ 1 C[0.000000,0.900000,0.073810] 
-29.435384 -10.772223 -22.594904 @ 1 C[0.000000,0.900000,0.073810] 
29.612621 -11.436471 -19.201408 @ 1 C[0.000000,0.900000,0.073810] 
27.767993 -11.675984 -10.914176 @ 1 C[0.000000,0.900000,0.073810] 
29.300932 -11.280275 -2.341910 @ 1 C[0.000000,0.900000,0.073810] 
29.314518 -11.282478 -1.688399 @ 1 C[0.000000,0.900000,0.073810] 
-29.940365 -11.434759 5.515280 @ 1 C[0.000000,0.900000,0.073810] 
29.443226 -11.684261 10.343663 @ 1 C[0.000000,0.900000,0.073810] 
-28.049411 -14.019852 18.220716 @ 1 C[0.000000,0.900000,0.073810] 
-29.497223 -13.017138 23.221902 @ 1 C[0.000000,0.900000,0.073810] 
29.024334 -7.816022 -29.145084 @ 1 C[0.000000,0.900000,0.073810] 
28.145110 -5.354677 -22.766004 @ 1 C[0.000000,0.900000,0.073810] 
27.807508 -6.261178 -18.710664 @ 1 C[0.000000,0.900000,0.073810] 
-29.525901 -4.743542 -12.671426 @ 1 C[0.000000,0.900000,0.073810] 
-29.419109 -5.340977 -4.144675 @ 1 C[0.000000,0.900000,0.073810] 
29.762608 -5.297255 -0.983129 @ 1 C[0.000000,0.900000,0.073810] 
28.067990 -4.992789 5.009774 @ 1 C[0.000000,0.900000,0.073810] 
28.847474 -6.643672 12.226981 @ 1 C[0.000000,0.900000,0.073810] 
29.775334 -5.610766 18.658959 @ 1 C[0.000000,0.900000,0.073810] 
29.809944 -4.674522 23.504691 @ 1 C[0.000000,0.900000,0.073810] 
-28.839207 0.676881 26.681275 @ 1 C[0.000000,0.900000,0.073810] 
-28.192719 0.449987 -23.916264 @ 1 C[0.000000,0.900000,0.073810] 
29.765639 0.064635 -17.184309 @ 1 C[0.000000,0.900000,0.073810] 
-29.162224 0.968390 -11.932114 @ 1 C[0.000000,0.900000,0.073810] 
-28.725529 -1.106382 -6.603451 @ 1 C[0.000000,0.900000,0.073810] 
29.514977 1.493801 1.835297 @ 1 C[0.000000,0.900000,0.073810] 
29.815831 -0.055320 7.993163 @ 1 C[0.000000,0.900000,0.073810] 
29.601713 -0.312587 10.269819 @ 1 C[0.000000,0.900000,0.073810] 
29.937686 -1.913815 17.496516 @ 1 C[0.000000,0.900000,0.073810] 
-28.557268 0.507170 25.025045 @ 1 C[0.000000,0.900000,0.073810] 
29.126610 6.408960 29.385886 @ 1 C[0.000000,0.900000,0.073810] 
28.824636 6.789491 -25.798491 @ 1 C[0.000000,0.900000,0.073810] 
28.677168 7.160358 -18.141133 @ 1 C[0.000000,0.900000,0.073810] 
-29.374532 6.739946 -11.520189 @ 1 C[0.000000,0.900000,0.073810] 
29.122364 5.236694 -6.863461 @ 1 C[0.000000,0.900000,0.073810] 
29.794004 6.048410 0.123390 @ 1 C[0.000000,0.900000,0.073810] 
-29.543976 7.131548 6.944471 @ 1 C[0.000000,0.900000,0.073810] 
-29.659897 7.520887 14.563954 @ 1 C[0.000000,0.900000,0.073810] 
-29.644941 7.507224 15.223654 @ 1 C[0.000000,0.900000,0.073810] 
29.465605 6.862749 22.507060 @ 1 C[0.000000,0.900000,0.073810] 
29.098915 11.524754 26.166453 @ 1 C[0.000000,0.900000,0.073810] 
-28.013189 9.600898 -22.157535 @ 1 C[0.000000,0.900000,0.073810] 
-29.856414 12.219389 -18.787570 @ 1 C[0.000000,0.900000,0.073810] 
29.202816 11.909165 -12.890321 @ 1 C[0.000000,0.900000,0.073810] 
29.603724 13.163943 -5.645677 @ 1 C[0.000000,0.900000,0.073810] 
28.320945 13.506520 0.324321 @ 1 C[0.000000,0.900000,0.073810] 
-29.857160 12.521734 5.595932 @ 1 C[0.000000,0.900000,0.073810] 
28.838562 10.948863 10.686170 @ 1 C[0.000000,0.900000,0.073810] 
29.516407 13.272415 19.473892 @ 1 C[0.000000,0.900000,0.073810] 
29.094030 11.541114 25.508328 @ 1 C[0.000000,0.900000,0.073810] 
28.370706 19.773141 29.432994 @ 1 C[0.000000,0.900000,0.073810] 
28.668496 18.926555 -26.013857 @ 1 C[0.000000,0.900000,0.073810] 
-29.631952 18.853811 -16.743092 @ 1 C[0.000000,0.900000,0.073810] 
29.987184 17.440074 -10.584387 @ 1 C[0.000000,0.900000,0.073810] 
29.810942 20.380813 -6.002527 @ 1 C[0.000000,0.900000,0.073810] 
29.901599 17.594991 0.943603 @ 1 C[0.000000,0.900000,0.073810] 
-29.029562 18.642988 3.849405 @ 1 C[0.000000,0.900000,0.073810] 
-29.385454 18.828605 14.401143 @ 1 C[0.000000,0.900000,0.073810] 
-29.239533 18.533144 18.172796 @ 1 C[0.000000,0.900000,0.073810] 
28.510663 17.629890 23.072732 @ 1 C[0.000000,0.900000,0.073810] 
29.327513 22.480182 -28.844936 @ 1 C[0.000000,0.900000,0.073810] 
-27.665725 25.502055 -24.490185 @ 1 C[0.000000,0.900000,0.073810] 
-29.070633 23.876074 -14.551533 @ 1 C[0.000000,0.900000,0.073810] 
-28.530191 24.079226 -12.194747 @ 1 C[0.000000,0.900000,0.073810] 
