.Vol: 640.503928
1.110668 -0.124386 4.163955 @ 1 C[0.000000,0.900000,0.073810] 
0.815086 -1.056048 3.564565 @ 1 C[0.000000,0.900000,0.073810] 
-1.425446 0.665000 2.557989 @ 1 C[0.000000,0.900000,0.073810] 
0.996015 3.931005 1.475912 @ 1 C[0.000000,0.900000,0.073810] 
-0.554603 1.852454 4.290484 @ 1 C[0.000000,0.900000,0.073810] 
1.873699 -1.646328 3.366496 @ 1 C[0.000000,0.900000,0.073810] 
-3.224742 0.319908 3.368868 @ 1 C[0.000000,0.900000,0.073810] 
-4.102190 1.125073 3.353889 @ 1 C[0.000000,0.900000,0.073810] 
-2.853536 2.634605 4.012092 @ 1 C[0.000000,0.900000,0.073810] 
0.254731 0.029520 -3.677827 @ 1 C[0.000000,0.900000,0.073810] 
0.419239 2.785841 3.531999 @ 1 C[0.000000,0.900000,0.073810] 
-2.405718 3.498777 1.082676 @ 1 C[0.000000,0.900000,0.073810] 
3.268819 -0.072669 2.390364 @ 1 C[0.000000,0.900000,0.073810] 
1.025231 1.460763 1.844858 @ 1 C[0.000000,0.900000,0.073810] 
2.834412 -2.258495 3.060170 @ 1 C[0.000000,0.900000,0.073810] 
4.038211 0.945454 0.954846 @ 1 C[0.000000,0.900000,0.073810] 
-1.102837 -0.431400 3.474154 @ 1 C[0.000000,0.900000,0.073810] 
3.827864 -1.902844 3.487282 @ 1 C[0.000000,0.900000,0.073810] 
2.996357 0.762859 1.670159 @ 1 C[0.000000,0.900000,0.073810] 
-1.066587 -0.145705 -4.106394 @ 1 C[0.000000,0.900000,0.073810] 
-0.353377 -1.124068 3.016588 @ 1 C[0.000000,0.900000,0.073810] 
-1.349419 -1.778452 1.271485 @ 1 C[0.000000,0.900000,0.073810] 
-2.094327 -2.910832 2.734053 @ 1 C[0.000000,0.900000,0.073810] 
2.245055 -2.610624 1.625060 @ 1 C[0.000000,0.900000,0.073810] 
-3.490954 0.540104 -4.231511 @ 1 C[0.000000,0.900000,0.073810] 
3.562812 -1.868597 -4.082344 @ 1 C[0.000000,0.900000,0.073810] 
1.119519 -3.635470 3.006900 @ 1 C[0.000000,0.900000,0.073810] 
-2.653964 3.807066 3.679848 @ 1 C[0.000000,0.900000,0.073810] 
-2.966780 -2.624486 2.148085 @ 1 C[0.000000,0.900000,0.073810] 
-3.193534 -2.911285 1.112785 @ 1 C[0.000000,0.900000,0.073810] 
-3.648079 1.565199 1.636963 @ 1 C[0.000000,0.900000,0.073810] 
-3.957052 2.552415 -3.851204 @ 1 C[0.000000,0.900000,0.073810] 
3.465921 0.744817 3.207523 @ 1 C[0.000000,0.900000,0.073810] 
